SPN name,SPN,FMI,source
Battery Cell ImbalanceFault Code 1,519478,0,CABIN_IO_1_ECU
Isolation Fault DetectedFault Code 18,519479,0,CABIN_IO_1_ECU
Electric Drive Unit OvercurrentFault Code 14,519480,0,CABIN_IO_1_ECU
HVAC System FaultFault Code 3,519481,0,CABIN_IO_1_ECU
Regenerative Braking ErrorFault Code 18,519482,0,CABIN_IO_1_ECU
Isolation Fault DetectedFault Code 16,519483,0,CABIN_IO_1_ECU
Regenerative Braking ErrorFault Code 14,519484,0,CABIN_IO_1_ECU
Battery State of Charge ErrorFault Code 14,519494,0,CABIN_IO_1_ECU
Vehicle Speed Sensor FaultFault Code 30,519495,0,CABIN_IO_1_ECU
Isolation Fault DetectedFault Code 5,400000,16,CABIN_IO_1_ECU
Electric Drive Unit OvercurrentFault Code 6,400001,16,CABIN_IO_1_ECU
DC-DC Converter MalfunctionFault Code 30,519320,1,CABIN_IO_2_ECU
DC-DC Converter MalfunctionFault Code 30,519320,0,CABIN_IO_2_ECU
Regenerative Braking ErrorFault Code 28,519326,1,CABIN_IO_2_ECU
Regenerative Braking ErrorFault Code 28,519326,0,CABIN_IO_2_ECU
Battery State of Charge ErrorFault Code 8,519325,1,CABIN_IO_2_ECU
Battery State of Charge ErrorFault Code 8,519325,0,CABIN_IO_2_ECU
Powertrain Communication TimeoutFault Code 13,519323,1,CABIN_IO_2_ECU
Powertrain Communication TimeoutFault Code 13,519323,0,CABIN_IO_2_ECU
Charging Station MismatchFault Code 17,519400,16,CABIN_IO_2_ECU
High Voltage DisconnectFault Code 30,519338,16,CABIN_IO_2_ECU
Traction Control System FailureFault Code 29,519319,16,CABIN_IO_2_ECU
Charge Port Communication ErrorFault Code 8,519028,6,CABIN_IO_2_ECU
Thermal Management System FailureFault Code 13,519029,6,CABIN_IO_2_ECU
Isolation Fault DetectedFault Code 28,519030,6,CABIN_IO_2_ECU
Thermal Management System FailureFault Code 12,519031,6,CABIN_IO_2_ECU
Charge Port Communication ErrorFault Code 28,519032,6,CABIN_IO_2_ECU
Traction Control System FailureFault Code 24,519033,6,CABIN_IO_2_ECU
Regenerative Braking ErrorFault Code 31,519034,6,CABIN_IO_2_ECU
Charge Port Communication ErrorFault Code 12,519035,6,CABIN_IO_2_ECU
Regenerative Braking ErrorFault Code 4,519036,6,CABIN_IO_2_ECU
Vehicle Speed Sensor FaultFault Code 17,519037,6,CABIN_IO_2_ECU
Inverter OverloadFault Code 1,519038,6,CABIN_IO_2_ECU
Drive Motor OverloadFault Code 28,519039,6,CABIN_IO_2_ECU
Brake Pressure Sensor ErrorFault Code 31,519040,6,CABIN_IO_2_ECU
High Voltage DisconnectFault Code 23,519041,6,CABIN_IO_2_ECU
Battery State of Charge ErrorFault Code 24,519042,6,CABIN_IO_2_ECU
Vehicle Speed Sensor FaultFault Code 2,519043,6,CABIN_IO_2_ECU
Charge Port Communication ErrorFault Code 22,519060,3,CABIN_IO_2_ECU
Battery OverheatingFault Code 24,519061,3,CABIN_IO_2_ECU
Thermal Management System FailureFault Code 25,519062,3,CABIN_IO_2_ECU
Traction Control System FailureFault Code 29,519063,3,CABIN_IO_2_ECU
HVAC System FaultFault Code 25,519064,3,CABIN_IO_2_ECU
Vehicle Speed Sensor FaultFault Code 15,519065,3,CABIN_IO_2_ECU
HVAC System FaultFault Code 24,519066,3,CABIN_IO_2_ECU
Powertrain Communication TimeoutFault Code 22,519067,3,CABIN_IO_2_ECU
Charge Port Communication ErrorFault Code 22,519060,4,CABIN_IO_2_ECU
Battery OverheatingFault Code 24,519061,4,CABIN_IO_2_ECU
Thermal Management System FailureFault Code 25,519062,4,CABIN_IO_2_ECU
Traction Control System FailureFault Code 29,519063,4,CABIN_IO_2_ECU
HVAC System FaultFault Code 25,519064,4,CABIN_IO_2_ECU
Vehicle Speed Sensor FaultFault Code 15,519065,4,CABIN_IO_2_ECU
HVAC System FaultFault Code 24,519066,4,CABIN_IO_2_ECU
Powertrain Communication TimeoutFault Code 22,519067,4,CABIN_IO_2_ECU
Battery Cooling System ErrorFault Code 11,516996,16,CABIN_IO_2_ECU
Inverter OverloadFault Code 26,516997,16,CABIN_IO_2_ECU
Isolation Fault DetectedFault Code 9,516998,16,CABIN_IO_2_ECU
DC-DC Converter MalfunctionFault Code 19,516999,16,CABIN_IO_2_ECU
Vehicle Speed Sensor FaultFault Code 19,519000,16,CABIN_IO_2_ECU
Battery Cell ImbalanceFault Code 9,519001,16,CABIN_IO_2_ECU
Electric Drive Unit OvercurrentFault Code 7,519002,16,CABIN_IO_2_ECU
Battery Cooling System ErrorFault Code 17,519003,16,CABIN_IO_2_ECU
Battery OverheatingFault Code 13,519004,16,CABIN_IO_2_ECU
Regenerative Braking ErrorFault Code 21,519005,16,CABIN_IO_2_ECU
HVAC System FaultFault Code 13,519006,16,CABIN_IO_2_ECU
Inverter OverloadFault Code 6,519007,16,CABIN_IO_2_ECU
High Voltage DisconnectFault Code 7,519008,16,CABIN_IO_2_ECU
Inverter OverloadFault Code 12,519009,16,CABIN_IO_2_ECU
Inverter OverloadFault Code 6,519010,16,CABIN_IO_2_ECU
Battery OverheatingFault Code 16,519011,16,CABIN_IO_2_ECU
Brake Pressure Sensor ErrorFault Code 22,519012,16,CABIN_IO_2_ECU
Isolation Fault DetectedFault Code 26,519013,16,CABIN_IO_2_ECU
Charging Station MismatchFault Code 28,519014,16,CABIN_IO_2_ECU
High Voltage DisconnectFault Code 12,519015,16,CABIN_IO_2_ECU
Charging Station MismatchFault Code 7,519016,16,CABIN_IO_2_ECU
Inverter OverloadFault Code 12,519017,16,CABIN_IO_2_ECU
Charging Station MismatchFault Code 18,519018,16,CABIN_IO_2_ECU
Charging Station MismatchFault Code 1,519019,16,CABIN_IO_2_ECU
Vehicle Speed Sensor FaultFault Code 14,519493,0,CABIN_IO_2_ECU
Battery Cell ImbalanceFault Code 1,519300,0,CABIN_IO_2_ECU
Motor Controller FaultFault Code 18,519301,16,CABIN_IO_2_ECU
Motor Controller FaultFault Code 10,519347,16,CABIN_IO_2_ECU
High Voltage DisconnectFault Code 16,519348,16,CABIN_IO_2_ECU
Battery OverheatingFault Code 12,519349,16,CABIN_IO_2_ECU
Motor Controller FaultFault Code 21,519350,16,CABIN_IO_2_ECU
Drive Motor OverloadFault Code 9,519303,16,CABIN_IO_2_ECU
Powertrain Communication TimeoutFault Code 17,519305,16,CABIN_IO_2_ECU
Traction Control System FailureFault Code 3,519307,16,CABIN_IO_2_ECU
Regenerative Braking ErrorFault Code 7,519309,16,CABIN_IO_2_ECU
Brake Pressure Sensor ErrorFault Code 24,519304,16,CABIN_IO_2_ECU
Brake Pressure Sensor ErrorFault Code 16,519306,16,CABIN_IO_2_ECU
Traction Control System FailureFault Code 10,519308,16,CABIN_IO_2_ECU
Charge Port Communication ErrorFault Code 22,519310,16,CABIN_IO_2_ECU
Battery Cell ImbalanceFault Code 13,519327,0,CABIN_IO_2_ECU
Charging Station MismatchFault Code 23,519328,0,CABIN_IO_2_ECU
Battery Cell ImbalanceFault Code 22,519329,0,CABIN_IO_2_ECU
Electric Drive Unit OvercurrentFault Code 10,519330,0,CABIN_IO_2_ECU
Battery Cell ImbalanceFault Code 13,519327,16,CABIN_IO_2_ECU
Charging Station MismatchFault Code 23,519328,16,CABIN_IO_2_ECU
Battery Cell ImbalanceFault Code 22,519329,16,CABIN_IO_2_ECU
Electric Drive Unit OvercurrentFault Code 10,519330,16,CABIN_IO_2_ECU
Inverter OverloadFault Code 3,519485,0,CABIN_IO_2_ECU
Battery OverheatingFault Code 18,519486,0,CABIN_IO_2_ECU
Inverter OverloadFault Code 3,519485,16,CABIN_IO_2_ECU
Battery OverheatingFault Code 18,519486,16,CABIN_IO_2_ECU
DC-DC Converter MalfunctionFault Code 12,519355,31,CABIN_IO_2_ECU
Charge Port Communication ErrorFault Code 11,519356,31,CABIN_IO_2_ECU
Thermal Management System FailureFault Code 17,519357,31,CABIN_IO_2_ECU
Battery Cell ImbalanceFault Code 10,519358,31,CABIN_IO_2_ECU
Motor Controller FaultFault Code 17,400011,2,CABIN_IO_2_ECU
Motor Controller FaultFault Code 17,400011,13,CABIN_IO_2_ECU
Battery Cooling System ErrorFault Code 29,516000,2,CABIN_IO_2_ECU
Inverter OverloadFault Code 15,400012,0,CABIN_IO_2_ECU
Inverter OverloadFault Code 15,400012,1,CABIN_IO_2_ECU
Inverter OverloadFault Code 15,400012,2,CABIN_IO_2_ECU
Inverter OverloadFault Code 15,400012,3,CABIN_IO_2_ECU
Inverter OverloadFault Code 15,400012,4,CABIN_IO_2_ECU
Inverter OverloadFault Code 15,400012,5,CABIN_IO_2_ECU
Charge Port Communication ErrorFault Code 25,400008,16,CABIN_IO_2_ECU
Charge Port Communication ErrorFault Code 25,400008,0,CABIN_IO_2_ECU
Battery OverheatingFault Code 24,400014,0,CABIN_IO_2_ECU
Battery OverheatingFault Code 24,400014,2,CABIN_IO_2_ECU
Inverter OverloadFault Code 18,520201,6,CABIN_IO_2_ECU
Inverter OverloadFault Code 18,520201,7,CABIN_IO_2_ECU
Inverter OverloadFault Code 18,520201,11,CABIN_IO_2_ECU
Inverter OverloadFault Code 18,520201,8,CABIN_IO_2_ECU
Inverter OverloadFault Code 18,520201,9,CABIN_IO_2_ECU
Inverter OverloadFault Code 18,520201,0,CABIN_IO_2_ECU
Inverter OverloadFault Code 18,520201,1,CABIN_IO_2_ECU
Inverter OverloadFault Code 18,520201,2,CABIN_IO_2_ECU
Inverter OverloadFault Code 18,520201,3,CABIN_IO_2_ECU
Inverter OverloadFault Code 18,520201,4,CABIN_IO_2_ECU
Inverter OverloadFault Code 18,520201,5,CABIN_IO_2_ECU
Isolation Fault DetectedFault Code 2,520007,31,CABIN_IO_2_ECU
Drive Motor OverloadFault Code 7,520010,31,CABIN_IO_2_ECU
Battery State of Charge ErrorFault Code 30,520008,31,CABIN_IO_2_ECU
Powertrain Communication TimeoutFault Code 11,520009,31,CABIN_IO_2_ECU
Charge Port Communication ErrorFault Code 26,510002,7,CABIN_IO_2_ECU
HVAC System FaultFault Code 21,510044,10,CABIN_IO_2_ECU
High Voltage DisconnectFault Code 13,510046,8,CABIN_IO_2_ECU
Drive Motor OverloadFault Code 19,510055,2,CABIN_IO_2_ECU
Motor Controller FaultFault Code 12,510043,10,CABIN_IO_2_ECU
Electric Drive Unit OvercurrentFault Code 31,510045,8,CABIN_IO_2_ECU
Drive Motor OverloadFault Code 24,510001,7,CABIN_IO_2_ECU
Battery State of Charge ErrorFault Code 12,510005,7,CABIN_IO_2_ECU
Battery Cell ImbalanceFault Code 16,510006,7,CABIN_IO_2_ECU
Charge Port Communication ErrorFault Code 2,510003,7,CABIN_IO_2_ECU
Motor Controller FaultFault Code 3,510004,7,CABIN_IO_2_ECU
Battery OverheatingFault Code 24,510007,7,CABIN_IO_2_ECU
Charging Station MismatchFault Code 3,2875,7,CABIN_IO_2_ECU
Battery Cell ImbalanceFault Code 11,519283,3,CABIN_IO_2_ECU
Battery State of Charge ErrorFault Code 26,519284,14,CABIN_IO_2_ECU
Motor Controller FaultFault Code 31,517200,31,CABIN_IO_2_ECU
Regenerative Braking ErrorFault Code 2,517201,31,CABIN_IO_2_ECU
Regenerative Braking ErrorFault Code 19,517202,31,CABIN_IO_2_ECU
Vehicle Speed Sensor FaultFault Code 27,517203,31,CABIN_IO_2_ECU
Drive Motor OverloadFault Code 27,517204,31,CABIN_IO_2_ECU
High Voltage DisconnectFault Code 26,517205,31,CABIN_IO_2_ECU
Brake Pressure Sensor ErrorFault Code 3,517206,31,CABIN_IO_2_ECU
Powertrain Communication TimeoutFault Code 2,517207,31,CABIN_IO_2_ECU
HVAC System FaultFault Code 26,517208,31,CABIN_IO_2_ECU
DC-DC Converter MalfunctionFault Code 18,517209,31,CABIN_IO_2_ECU
Battery Cell ImbalanceFault Code 7,517210,31,CABIN_IO_2_ECU
Isolation Fault DetectedFault Code 14,517211,31,CABIN_IO_2_ECU
Charge Port Communication ErrorFault Code 11,517212,31,CABIN_IO_2_ECU
DC-DC Converter MalfunctionFault Code 3,517213,31,CABIN_IO_2_ECU
Isolation Fault DetectedFault Code 2,517214,31,CABIN_IO_2_ECU
Inverter OverloadFault Code 7,517215,31,CABIN_IO_2_ECU
Inverter OverloadFault Code 27,517216,31,CABIN_IO_2_ECU
Battery OverheatingFault Code 24,517217,31,CABIN_IO_2_ECU
Charging Station MismatchFault Code 28,517218,31,CABIN_IO_2_ECU
Traction Control System FailureFault Code 8,517219,31,CABIN_IO_2_ECU
Brake Pressure Sensor ErrorFault Code 30,517220,31,CABIN_IO_2_ECU
DC-DC Converter MalfunctionFault Code 14,517221,31,CABIN_IO_2_ECU
Thermal Management System FailureFault Code 12,517222,31,CABIN_IO_2_ECU
Powertrain Communication TimeoutFault Code 26,517223,31,CABIN_IO_2_ECU
High Voltage DisconnectFault Code 18,517224,31,CABIN_IO_2_ECU
Drive Motor OverloadFault Code 10,517225,31,CABIN_IO_2_ECU
Regenerative Braking ErrorFault Code 2,517226,31,CABIN_IO_2_ECU
Battery OverheatingFault Code 11,517227,31,CABIN_IO_2_ECU
Drive Motor OverloadFault Code 23,517228,31,CABIN_IO_2_ECU
Charge Port Communication ErrorFault Code 5,517229,31,CABIN_IO_2_ECU
Battery OverheatingFault Code 27,517230,31,CABIN_IO_2_ECU
Regenerative Braking ErrorFault Code 14,517231,31,CABIN_IO_2_ECU
Isolation Fault DetectedFault Code 20,517232,31,CABIN_IO_2_ECU
Inverter OverloadFault Code 1,517233,31,CABIN_IO_2_ECU
Isolation Fault DetectedFault Code 6,517234,31,CABIN_IO_2_ECU
Isolation Fault DetectedFault Code 9,517235,31,CABIN_IO_2_ECU
Charge Port Communication ErrorFault Code 12,517236,31,CABIN_IO_2_ECU
Brake Pressure Sensor ErrorFault Code 11,517237,31,CABIN_IO_2_ECU
Battery Cooling System ErrorFault Code 20,517238,31,CABIN_IO_2_ECU
High Voltage DisconnectFault Code 8,517239,31,CABIN_IO_2_ECU
Regenerative Braking ErrorFault Code 19,517240,31,CABIN_IO_2_ECU
Thermal Management System FailureFault Code 29,517241,31,CABIN_IO_2_ECU
Traction Control System FailureFault Code 3,517242,31,CABIN_IO_2_ECU
Inverter OverloadFault Code 14,517243,31,CABIN_IO_2_ECU
Electric Drive Unit OvercurrentFault Code 28,517244,31,CABIN_IO_2_ECU
HVAC System FaultFault Code 31,517245,31,CABIN_IO_2_ECU
Charging Station MismatchFault Code 10,517246,31,CABIN_IO_2_ECU
Isolation Fault DetectedFault Code 1,517247,31,CABIN_IO_2_ECU
HVAC System FaultFault Code 31,517248,31,CABIN_IO_2_ECU
DC-DC Converter MalfunctionFault Code 6,517249,31,CABIN_IO_2_ECU
Charging Station MismatchFault Code 3,517250,31,CABIN_IO_2_ECU
Charge Port Communication ErrorFault Code 21,517251,31,CABIN_IO_2_ECU
Powertrain Communication TimeoutFault Code 8,517252,31,CABIN_IO_2_ECU
Drive Motor OverloadFault Code 29,517253,31,CABIN_IO_2_ECU
Thermal Management System FailureFault Code 26,517254,31,CABIN_IO_2_ECU
Powertrain Communication TimeoutFault Code 31,517255,31,CABIN_IO_2_ECU
Charging Station MismatchFault Code 16,517256,31,CABIN_IO_2_ECU
Battery Cell ImbalanceFault Code 30,517257,31,CABIN_IO_2_ECU
Charging Station MismatchFault Code 19,517258,31,CABIN_IO_2_ECU
Thermal Management System FailureFault Code 14,517259,31,CABIN_IO_2_ECU
Inverter OverloadFault Code 17,517260,31,CABIN_IO_2_ECU
Electric Drive Unit OvercurrentFault Code 11,517261,31,CABIN_IO_2_ECU
Inverter OverloadFault Code 21,517262,31,CABIN_IO_2_ECU
Battery OverheatingFault Code 10,517263,31,CABIN_IO_2_ECU
High Voltage DisconnectFault Code 21,517264,31,CABIN_IO_2_ECU
Isolation Fault DetectedFault Code 15,517265,31,CABIN_IO_2_ECU
Isolation Fault DetectedFault Code 21,517266,31,CABIN_IO_2_ECU
Powertrain Communication TimeoutFault Code 1,517267,31,CABIN_IO_2_ECU
Battery State of Charge ErrorFault Code 21,517268,31,CABIN_IO_2_ECU
Vehicle Speed Sensor FaultFault Code 11,517269,31,CABIN_IO_2_ECU
Charging Station MismatchFault Code 30,517270,31,CABIN_IO_2_ECU
Inverter OverloadFault Code 8,517271,31,CABIN_IO_2_ECU
Motor Controller FaultFault Code 21,517272,31,CABIN_IO_2_ECU
DC-DC Converter MalfunctionFault Code 23,517273,31,CABIN_IO_2_ECU
Motor Controller FaultFault Code 20,517274,31,CABIN_IO_2_ECU
Vehicle Speed Sensor FaultFault Code 8,517275,31,CABIN_IO_2_ECU
Inverter OverloadFault Code 11,517276,31,CABIN_IO_2_ECU
Charging Station MismatchFault Code 20,517277,31,CABIN_IO_2_ECU
Isolation Fault DetectedFault Code 13,517278,31,CABIN_IO_2_ECU
Charge Port Communication ErrorFault Code 16,517279,31,CABIN_IO_2_ECU
Battery OverheatingFault Code 14,517280,31,CABIN_IO_2_ECU
Thermal Management System FailureFault Code 8,517281,31,CABIN_IO_2_ECU
Battery Cell ImbalanceFault Code 14,517282,31,CABIN_IO_2_ECU
Charging Station MismatchFault Code 28,517283,31,CABIN_IO_2_ECU
Battery State of Charge ErrorFault Code 4,517284,31,CABIN_IO_2_ECU
Isolation Fault DetectedFault Code 13,517285,31,CABIN_IO_2_ECU
HVAC System FaultFault Code 15,517286,31,CABIN_IO_2_ECU
Battery OverheatingFault Code 30,517287,31,CABIN_IO_2_ECU
Powertrain Communication TimeoutFault Code 31,517288,31,CABIN_IO_2_ECU
HVAC System FaultFault Code 6,517289,31,CABIN_IO_2_ECU
Motor Controller FaultFault Code 18,517290,31,CABIN_IO_2_ECU
Isolation Fault DetectedFault Code 29,517291,31,CABIN_IO_2_ECU
Isolation Fault DetectedFault Code 5,517292,31,CABIN_IO_2_ECU
Electric Drive Unit OvercurrentFault Code 14,517293,31,CABIN_IO_2_ECU
Battery Cell ImbalanceFault Code 1,517294,31,CABIN_IO_2_ECU
Motor Controller FaultFault Code 26,517295,31,CABIN_IO_2_ECU
Electric Drive Unit OvercurrentFault Code 12,517296,31,CABIN_IO_2_ECU
Motor Controller FaultFault Code 16,517297,31,CABIN_IO_2_ECU
Battery Cooling System ErrorFault Code 27,517298,31,CABIN_IO_2_ECU
Electric Drive Unit OvercurrentFault Code 24,517299,31,CABIN_IO_2_ECU
DC-DC Converter MalfunctionFault Code 20,517300,31,CABIN_IO_2_ECU
Battery State of Charge ErrorFault Code 4,517301,31,CABIN_IO_2_ECU
Inverter OverloadFault Code 21,517302,31,CABIN_IO_2_ECU
DC-DC Converter MalfunctionFault Code 3,517303,31,CABIN_IO_2_ECU
Isolation Fault DetectedFault Code 19,517304,31,CABIN_IO_2_ECU
Inverter OverloadFault Code 1,517305,31,CABIN_IO_2_ECU
DC-DC Converter MalfunctionFault Code 2,517306,31,CABIN_IO_2_ECU
Battery Cooling System ErrorFault Code 29,517307,31,CABIN_IO_2_ECU
Inverter OverloadFault Code 14,517308,31,CABIN_IO_2_ECU
Regenerative Braking ErrorFault Code 4,517309,31,CABIN_IO_2_ECU
Battery OverheatingFault Code 5,517310,31,CABIN_IO_2_ECU
DC-DC Converter MalfunctionFault Code 3,517311,31,CABIN_IO_2_ECU
Drive Motor OverloadFault Code 15,517312,31,CABIN_IO_2_ECU
Battery Cell ImbalanceFault Code 30,517313,31,CABIN_IO_2_ECU
Thermal Management System FailureFault Code 10,517314,31,CABIN_IO_2_ECU
Motor Controller FaultFault Code 8,517315,31,CABIN_IO_2_ECU
Traction Control System FailureFault Code 26,517316,31,CABIN_IO_2_ECU
Traction Control System FailureFault Code 17,517317,31,CABIN_IO_2_ECU
Drive Motor OverloadFault Code 29,517318,31,CABIN_IO_2_ECU
Powertrain Communication TimeoutFault Code 20,517319,31,CABIN_IO_2_ECU
Traction Control System FailureFault Code 7,517320,31,CABIN_IO_2_ECU
Battery State of Charge ErrorFault Code 14,517321,31,CABIN_IO_2_ECU
DC-DC Converter MalfunctionFault Code 16,517322,31,CABIN_IO_2_ECU
Regenerative Braking ErrorFault Code 25,517323,31,CABIN_IO_2_ECU
Battery State of Charge ErrorFault Code 20,517324,31,CABIN_IO_2_ECU
Charge Port Communication ErrorFault Code 8,517325,31,CABIN_IO_2_ECU
Battery OverheatingFault Code 13,517326,31,CABIN_IO_2_ECU
Battery State of Charge ErrorFault Code 7,517327,31,CABIN_IO_2_ECU
Battery OverheatingFault Code 7,517328,31,CABIN_IO_2_ECU
Charge Port Communication ErrorFault Code 11,517329,31,CABIN_IO_2_ECU
Traction Control System FailureFault Code 23,517330,31,CABIN_IO_2_ECU
Charge Port Communication ErrorFault Code 22,517331,31,CABIN_IO_2_ECU
Drive Motor OverloadFault Code 24,517332,31,CABIN_IO_2_ECU
Thermal Management System FailureFault Code 10,517333,31,CABIN_IO_2_ECU
Inverter OverloadFault Code 20,517334,31,CABIN_IO_2_ECU
Charge Port Communication ErrorFault Code 24,517335,31,CABIN_IO_2_ECU
High Voltage DisconnectFault Code 5,517336,31,CABIN_IO_2_ECU
Charge Port Communication ErrorFault Code 11,517337,31,CABIN_IO_2_ECU
High Voltage DisconnectFault Code 2,517338,31,CABIN_IO_2_ECU
Vehicle Speed Sensor FaultFault Code 17,517339,31,CABIN_IO_2_ECU
Battery State of Charge ErrorFault Code 27,400009,16,CABIN_IO_2_ECU
Battery State of Charge ErrorFault Code 27,400009,0,CABIN_IO_2_ECU
HVAC System FaultFault Code 16,400010,16,CABIN_IO_2_ECU
HVAC System FaultFault Code 16,400010,0,CABIN_IO_2_ECU
Battery OverheatingFault Code 10,400005,0,CABIN_IO_2_ECU
Battery State of Charge ErrorFault Code 30,400003,0,CABIN_IO_2_ECU
Vehicle Speed Sensor FaultFault Code 1,400004,0,CABIN_IO_2_ECU
Vehicle Speed Sensor FaultFault Code 1,400004,19,CABIN_IO_2_ECU
Regenerative Braking ErrorFault Code 1,168,1,CABIN_IO_2_ECU
Regenerative Braking ErrorFault Code 1,168,0,CABIN_IO_2_ECU
Regenerative Braking ErrorFault Code 1,168,18,CABIN_IO_2_ECU
Regenerative Braking ErrorFault Code 1,168,16,CABIN_IO_2_ECU
Traction Control System FailureFault Code 15,516100,1,CABIN_IO_2_ECU
Traction Control System FailureFault Code 15,516100,0,CABIN_IO_2_ECU
Inverter OverloadFault Code 15,519499,16,CABIN_IO_2_ECU
Battery State of Charge ErrorFault Code 29,519455,2,CABIN_IO_2_ECU
Battery State of Charge ErrorFault Code 29,519455,18,CABIN_IO_2_ECU
Battery State of Charge ErrorFault Code 29,519455,12,CABIN_IO_2_ECU
Charging Station MismatchFault Code 24,519365,13,CABIN_IO_2_ECU
Charging Station MismatchFault Code 24,519365,2,CABIN_IO_2_ECU
Charging Station MismatchFault Code 24,519365,12,CABIN_IO_2_ECU
Isolation Fault DetectedFault Code 16,519364,11,CABIN_IO_2_ECU
Isolation Fault DetectedFault Code 16,519364,0,CABIN_IO_2_ECU
Battery Cell ImbalanceFault Code 5,519477,18,CABIN_IO_2_ECU
Thermal Management System FailureFault Code 6,519476,0,CABIN_IO_2_ECU
Battery Cell ImbalanceFault Code 1,519478,0,CABIN_IO_2_ECU
Isolation Fault DetectedFault Code 18,519479,0,CABIN_IO_2_ECU
Electric Drive Unit OvercurrentFault Code 14,519480,0,CABIN_IO_2_ECU
HVAC System FaultFault Code 3,519481,0,CABIN_IO_2_ECU
Regenerative Braking ErrorFault Code 18,519482,0,CABIN_IO_2_ECU
Isolation Fault DetectedFault Code 16,519483,0,CABIN_IO_2_ECU
Regenerative Braking ErrorFault Code 14,519484,0,CABIN_IO_2_ECU
Battery State of Charge ErrorFault Code 14,519494,0,CABIN_IO_2_ECU
Vehicle Speed Sensor FaultFault Code 30,519495,0,CABIN_IO_2_ECU
Isolation Fault DetectedFault Code 5,400000,16,CABIN_IO_2_ECU
Electric Drive Unit OvercurrentFault Code 6,400001,16,CABIN_IO_2_ECU
Charge Port Communication ErrorFault Code 31,400013,0,CABIN_IO_3_ECU
Charge Port Communication ErrorFault Code 31,400013,1,CABIN_IO_3_ECU
Charge Port Communication ErrorFault Code 31,400013,2,CABIN_IO_3_ECU
DC-DC Converter MalfunctionFault Code 30,519320,1,CABIN_IO_3_ECU
DC-DC Converter MalfunctionFault Code 30,519320,0,CABIN_IO_3_ECU
Regenerative Braking ErrorFault Code 28,519326,1,CABIN_IO_3_ECU
Regenerative Braking ErrorFault Code 28,519326,0,CABIN_IO_3_ECU
